log_id,text,region,language,actual_intent,actual_sentiment
LOG_0211,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0212,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Satisfied
LOG_0213,I have a question about my invoice 5843. My credit card was charged twice.,East,English,billing,Satisfied
LOG_0214,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0215,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Neutral
LOG_0216,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Frustrated
LOG_0217,I am not satisfied with the service. Please refund my last payment immediately.,East,Hindi,refund_request,Neutral
LOG_0218,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0219,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0220,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Neutral
LOG_0221,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) MY EMAIL IS USER221@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,English,login_issue,Frustrated
LOG_0222,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Frustrated
LOG_0223,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Hindi,tech_support,Frustrated
LOG_0224,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Spanish,tech_support,Frustrated
LOG_0225,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Satisfied
LOG_0226,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Satisfied
LOG_0227,I have a question about my invoice 3981. My credit card was charged twice.,West,Hindi,billing,Frustrated
LOG_0228,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,tech_support,Neutral
LOG_0229,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0230,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Frustrated
LOG_0231,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user231@example.com and my phone is 555-0199.,East,English,tech_support,Satisfied
LOG_0232,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0233,I am not satisfied with the service. Please refund my last payment immediately. My email is user233@example.com and my phone is 555-0199.,East,Hindi,refund_request,Frustrated
LOG_0234,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Satisfied
LOG_0235,I have a question about my invoice 7070. My credit card was charged twice.,East,French,billing,Frustrated
LOG_0236,I HAVE A QUESTION ABOUT MY INVOICE 8366. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,French,billing,Frustrated
LOG_0237,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,tech_support,Frustrated
LOG_0238,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0239,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Neutral
LOG_0240,I HAVE A QUESTION ABOUT MY INVOICE 5609. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0241,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Satisfied
LOG_0242,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Frustrated
LOG_0243,I am not satisfied with the service. Please refund my last payment immediately. My email is user243@example.com and my phone is 555-0199.,West,Hindi,refund_request,Satisfied
LOG_0244,I have a question about my invoice 9341. My credit card was charged twice.,East,Spanish,billing,Frustrated
LOG_0245,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Neutral
LOG_0246,I have a question about my invoice 5902. My credit card was charged twice.,East,Hindi,billing,Satisfied
LOG_0247,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0248,I am not satisfied with the service. Please refund my last payment immediately.,North,French,refund_request,Frustrated
LOG_0249,I am not satisfied with the service. Please refund my last payment immediately.,West,Spanish,refund_request,Frustrated
LOG_0250,I have a question about my invoice 6139. My credit card was charged twice.,North,Spanish,billing,Neutral
LOG_0251,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Frustrated
LOG_0252,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0253,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0254,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Satisfied
LOG_0255,I am not satisfied with the service. Please refund my last payment immediately.,East,English,refund_request,Neutral
LOG_0256,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Frustrated
LOG_0257,I am not satisfied with the service. Please refund my last payment immediately.,West,Spanish,refund_request,Neutral
LOG_0258,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0259,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,English,tech_support,Neutral
LOG_0260,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0261,Could you add a dark mode to the dashboard? It's too bright at night.,North,Spanish,feature_request,Neutral
LOG_0262,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Satisfied
LOG_0263,I am not satisfied with the service. Please refund my last payment immediately.,North,English,refund_request,Satisfied
LOG_0264,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0265,I have a question about my invoice 6523. My credit card was charged twice.,East,Spanish,billing,Neutral
LOG_0266,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0267,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0268,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Frustrated
LOG_0269,I have a question about my invoice 2936. My credit card was charged twice.,East,Spanish,billing,Frustrated
LOG_0270,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Satisfied
LOG_0271,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0272,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Satisfied
LOG_0273,I have a question about my invoice 9972. My credit card was charged twice.,North,English,billing,Frustrated
LOG_0274,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0275,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,English,login_issue,Neutral
LOG_0276,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Neutral
LOG_0277,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Neutral
LOG_0278,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,English,tech_support,Satisfied
LOG_0279,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user279@example.com and my phone is 555-0199.,East,French,login_issue,Neutral
LOG_0280,I have a question about my invoice 9802. My credit card was charged twice.,East,English,billing,Frustrated
LOG_0281,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,English,login_issue,Frustrated
LOG_0282,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Frustrated
LOG_0283,Could you add a dark mode to the dashboard? It's too bright at night. My email is user283@example.com and my phone is 555-0199.,North,English,feature_request,Frustrated
LOG_0284,I am not satisfied with the service. Please refund my last payment immediately. My email is user284@example.com and my phone is 555-0199.,North,English,refund_request,Neutral
LOG_0285,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Satisfied
LOG_0286,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Frustrated
LOG_0287,I have a question about my invoice 3869. My credit card was charged twice.,East,Hindi,billing,Satisfied
LOG_0288,I am not satisfied with the service. Please refund my last payment immediately.,North,Hindi,refund_request,Frustrated
LOG_0289,I am not satisfied with the service. Please refund my last payment immediately.,West,Spanish,refund_request,Neutral
LOG_0290,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Frustrated
LOG_0291,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Frustrated
LOG_0292,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Neutral
LOG_0293,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Frustrated
LOG_0294,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0295,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Satisfied
LOG_0296,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Frustrated
LOG_0297,I have a question about my invoice 4625. My credit card was charged twice.,East,French,billing,Frustrated
LOG_0298,I have a question about my invoice 6404. My credit card was charged twice.,West,Hindi,billing,Neutral
LOG_0299,I am not satisfied with the service. Please refund my last payment immediately.,West,Hindi,refund_request,Frustrated
LOG_0300,I have a question about my invoice 9954. My credit card was charged twice.,East,Spanish,billing,Neutral
LOG_0301,I am not satisfied with the service. Please refund my last payment immediately.,North,English,refund_request,Frustrated
LOG_0302,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,English,login_issue,Frustrated
LOG_0303,I have a question about my invoice 9719. My credit card was charged twice.,West,French,billing,Frustrated
LOG_0304,I have a question about my invoice 8054. My credit card was charged twice.,East,Hindi,billing,Neutral
LOG_0305,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Neutral
LOG_0306,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Frustrated
LOG_0307,I have a question about my invoice 7213. My credit card was charged twice.,North,English,billing,Neutral
LOG_0308,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0309,I am not satisfied with the service. Please refund my last payment immediately.,North,English,refund_request,Satisfied
LOG_0310,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Satisfied
LOG_0311,I have a question about my invoice 4939. My credit card was charged twice.,North,Hindi,billing,Satisfied
LOG_0312,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Neutral
LOG_0313,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Satisfied
LOG_0314,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Satisfied
LOG_0315,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Neutral
LOG_0316,I have a question about my invoice 3527. My credit card was charged twice.,North,Hindi,billing,Neutral
LOG_0317,I am not satisfied with the service. Please refund my last payment immediately. My email is user317@example.com and my phone is 555-0199.,North,English,refund_request,Satisfied
LOG_0318,I have a question about my invoice 2524. My credit card was charged twice.,North,English,billing,Satisfied
LOG_0319,I am not satisfied with the service. Please refund my last payment immediately.,North,Hindi,refund_request,Frustrated
LOG_0320,I HAVE A QUESTION ABOUT MY INVOICE 5405. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,French,billing,Frustrated
LOG_0321,I have a question about my invoice 8121. My credit card was charged twice.,West,Spanish,billing,Frustrated
LOG_0322,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Neutral
LOG_0323,I have a question about my invoice 1110. My credit card was charged twice.,West,English,billing,Satisfied
LOG_0324,Could you add a dark mode to the dashboard? It's too bright at night.,East,French,feature_request,Neutral
LOG_0325,I have a question about my invoice 7524. My credit card was charged twice.,West,Hindi,billing,Frustrated
LOG_0326,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Neutral
LOG_0327,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0328,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Frustrated
LOG_0329,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0330,I am not satisfied with the service. Please refund my last payment immediately. My email is user330@example.com and my phone is 555-0199.,West,French,refund_request,Neutral
LOG_0331,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Frustrated
LOG_0332,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0333,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0334,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,English,login_issue,Satisfied
LOG_0335,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Satisfied
LOG_0336,I have a question about my invoice 1732. My credit card was charged twice.,West,Hindi,billing,Frustrated
LOG_0337,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Frustrated
LOG_0338,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0339,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0340,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0341,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0342,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0343,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,French,login_issue,Satisfied
LOG_0344,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Neutral
LOG_0345,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Neutral
LOG_0346,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0347,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Satisfied
LOG_0348,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user348@example.com and my phone is 555-0199.,West,French,login_issue,Frustrated
LOG_0349,I HAVE A QUESTION ABOUT MY INVOICE 4683. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0350,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0351,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Frustrated
LOG_0352,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Satisfied
LOG_0353,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,login_issue,Frustrated
LOG_0354,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0355,Could you add a dark mode to the dashboard? It's too bright at night.,West,Spanish,feature_request,Neutral
LOG_0356,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0357,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,French,refund_request,Frustrated
LOG_0358,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Spanish,refund_request,Frustrated
LOG_0359,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0360,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Neutral
LOG_0361,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Satisfied
LOG_0362,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Satisfied
LOG_0363,I have a question about my invoice 8529. My credit card was charged twice. My email is user363@example.com and my phone is 555-0199.,East,English,billing,Neutral
LOG_0364,I have a question about my invoice 8009. My credit card was charged twice.,West,French,billing,Neutral
LOG_0365,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Frustrated
LOG_0366,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0367,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0368,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0369,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user369@example.com and my phone is 555-0199.,North,French,login_issue,Neutral
LOG_0370,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0371,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0372,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0373,I have a question about my invoice 3017. My credit card was charged twice.,North,English,billing,Satisfied
LOG_0374,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Satisfied
LOG_0375,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Neutral
LOG_0376,I have a question about my invoice 9185. My credit card was charged twice.,West,French,billing,Frustrated
LOG_0377,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Satisfied
LOG_0378,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) MY EMAIL IS USER378@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0379,I have a question about my invoice 1990. My credit card was charged twice.,East,Spanish,billing,Satisfied
LOG_0380,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Satisfied
LOG_0381,I have a question about my invoice 4329. My credit card was charged twice.,North,Hindi,billing,Frustrated
LOG_0382,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Neutral
LOG_0383,I have a question about my invoice 8118. My credit card was charged twice.,North,Spanish,billing,Neutral
LOG_0384,I have a question about my invoice 3248. My credit card was charged twice.,East,Spanish,billing,Frustrated
LOG_0385,I have a question about my invoice 3079. My credit card was charged twice.,East,Hindi,billing,Neutral
LOG_0386,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user386@example.com and my phone is 555-0199.,North,Hindi,tech_support,Neutral
LOG_0387,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Frustrated
LOG_0388,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Hindi,refund_request,Frustrated
LOG_0389,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user389@example.com and my phone is 555-0199.,North,English,tech_support,Neutral
LOG_0390,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0391,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Neutral
LOG_0392,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Spanish,refund_request,Frustrated
LOG_0393,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Satisfied
LOG_0394,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,French,refund_request,Frustrated
LOG_0395,I HAVE A QUESTION ABOUT MY INVOICE 7718. MY CREDIT CARD WAS CHARGED TWICE. MY EMAIL IS USER395@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Spanish,billing,Frustrated
LOG_0396,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Satisfied
LOG_0397,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Frustrated
LOG_0398,I HAVE A QUESTION ABOUT MY INVOICE 4792. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0399,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Satisfied
LOG_0400,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,English,login_issue,Satisfied
LOG_0401,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Frustrated
LOG_0402,I have a question about my invoice 8365. My credit card was charged twice.,North,Spanish,billing,Satisfied
LOG_0403,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0404,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0405,I have a question about my invoice 5066. My credit card was charged twice.,East,Spanish,billing,Neutral
LOG_0406,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0407,I have a question about my invoice 3290. My credit card was charged twice.,North,French,billing,Frustrated
LOG_0408,I HAVE A QUESTION ABOUT MY INVOICE 7563. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Spanish,billing,Frustrated
LOG_0409,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Frustrated
LOG_0410,I have a question about my invoice 6432. My credit card was charged twice.,West,Spanish,billing,Neutral
LOG_0411,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. MY EMAIL IS USER411@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0412,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Frustrated
LOG_0413,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) MY EMAIL IS USER413@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0414,I am not satisfied with the service. Please refund my last payment immediately.,West,Spanish,refund_request,Neutral
LOG_0415,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Satisfied
LOG_0416,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0417,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Frustrated
LOG_0418,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0419,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Neutral
LOG_0420,COULD YOU ADD A DARK MODE TO THE DASHBOARD? IT'S TOO BRIGHT AT NIGHT. MY EMAIL IS USER420@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Spanish,feature_request,Frustrated
LOG_0421,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Satisfied
LOG_0422,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Frustrated
